published_at,event_type,title,summary,value_pct,prev_value_pct,source,source_url,tags,collected_as_of
1991-07-01,boe_bank_rate_change,Bank Rate changed to 10.875%,BoE Bank Rate moved from 11.375% to 10.875%,10.875,11.375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1991-09-01,boe_bank_rate_change,Bank Rate changed to 10.375%,BoE Bank Rate moved from 10.875% to 10.375%,10.375,10.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1992-05-01,boe_bank_rate_change,Bank Rate changed to 9.875%,BoE Bank Rate moved from 10.375% to 9.875%,9.875,10.375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1992-09-01,boe_bank_rate_change,Bank Rate changed to 8.875%,BoE Bank Rate moved from 9.875% to 8.875%,8.875,9.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1992-10-01,boe_bank_rate_change,Bank Rate changed to 7.875%,BoE Bank Rate moved from 8.875% to 7.875%,7.875,8.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1992-11-01,boe_bank_rate_change,Bank Rate changed to 6.875%,BoE Bank Rate moved from 7.875% to 6.875%,6.875,7.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1993-01-01,boe_bank_rate_change,Bank Rate changed to 5.875%,BoE Bank Rate moved from 6.875% to 5.875%,5.875,6.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1993-11-01,boe_bank_rate_change,Bank Rate changed to 5.375%,BoE Bank Rate moved from 5.875% to 5.375%,5.375,5.875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1994-02-01,boe_bank_rate_change,Bank Rate changed to 5.125%,BoE Bank Rate moved from 5.375% to 5.125%,5.125,5.375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1994-09-01,boe_bank_rate_change,Bank Rate changed to 5.625%,BoE Bank Rate moved from 5.125% to 5.625%,5.625,5.125,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1994-12-01,boe_bank_rate_change,Bank Rate changed to 6.125%,BoE Bank Rate moved from 5.625% to 6.125%,6.125,5.625,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1995-02-01,boe_bank_rate_change,Bank Rate changed to 6.625%,BoE Bank Rate moved from 6.125% to 6.625%,6.625,6.125,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1995-12-01,boe_bank_rate_change,Bank Rate changed to 6.375%,BoE Bank Rate moved from 6.625% to 6.375%,6.375,6.625,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1996-01-01,boe_bank_rate_change,Bank Rate changed to 6.125%,BoE Bank Rate moved from 6.375% to 6.125%,6.125,6.375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1996-03-01,boe_bank_rate_change,Bank Rate changed to 5.9375%,BoE Bank Rate moved from 6.125% to 5.9375%,5.9375,6.125,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1996-06-01,boe_bank_rate_change,Bank Rate changed to 5.6875%,BoE Bank Rate moved from 5.9375% to 5.6875%,5.6875,5.9375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1996-10-01,boe_bank_rate_change,Bank Rate changed to 5.9375%,BoE Bank Rate moved from 5.6875% to 5.9375%,5.9375,5.6875,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1997-05-01,boe_bank_rate_change,Bank Rate changed to 6.25%,BoE Bank Rate moved from 5.9375% to 6.25%,6.25,5.9375,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1997-06-01,boe_bank_rate_change,Bank Rate changed to 6.5%,BoE Bank Rate moved from 6.25% to 6.5%,6.5,6.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1997-07-01,boe_bank_rate_change,Bank Rate changed to 6.75%,BoE Bank Rate moved from 6.5% to 6.75%,6.75,6.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1997-08-01,boe_bank_rate_change,Bank Rate changed to 7.0%,BoE Bank Rate moved from 6.75% to 7.0%,7.0,6.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1997-11-01,boe_bank_rate_change,Bank Rate changed to 7.25%,BoE Bank Rate moved from 7.0% to 7.25%,7.25,7.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1998-06-01,boe_bank_rate_change,Bank Rate changed to 7.5%,BoE Bank Rate moved from 7.25% to 7.5%,7.5,7.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1998-10-01,boe_bank_rate_change,Bank Rate changed to 7.25%,BoE Bank Rate moved from 7.5% to 7.25%,7.25,7.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1998-11-01,boe_bank_rate_change,Bank Rate changed to 6.75%,BoE Bank Rate moved from 7.25% to 6.75%,6.75,7.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1998-12-01,boe_bank_rate_change,Bank Rate changed to 6.25%,BoE Bank Rate moved from 6.75% to 6.25%,6.25,6.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-01-01,boe_bank_rate_change,Bank Rate changed to 6.0%,BoE Bank Rate moved from 6.25% to 6.0%,6.0,6.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-02-01,boe_bank_rate_change,Bank Rate changed to 5.5%,BoE Bank Rate moved from 6.0% to 5.5%,5.5,6.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-04-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.5% to 5.25%,5.25,5.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-06-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 5.25% to 5.0%,5.0,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-09-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.0% to 5.25%,5.25,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
1999-11-01,boe_bank_rate_change,Bank Rate changed to 5.5%,BoE Bank Rate moved from 5.25% to 5.5%,5.5,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2000-01-01,boe_bank_rate_change,Bank Rate changed to 5.75%,BoE Bank Rate moved from 5.5% to 5.75%,5.75,5.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2000-02-01,boe_bank_rate_change,Bank Rate changed to 6.0%,BoE Bank Rate moved from 5.75% to 6.0%,6.0,5.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-02-01,boe_bank_rate_change,Bank Rate changed to 5.75%,BoE Bank Rate moved from 6.0% to 5.75%,5.75,6.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-04-01,boe_bank_rate_change,Bank Rate changed to 5.5%,BoE Bank Rate moved from 5.75% to 5.5%,5.5,5.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-05-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.5% to 5.25%,5.25,5.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-08-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 5.25% to 5.0%,5.0,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-09-01,boe_bank_rate_change,Bank Rate changed to 4.75%,BoE Bank Rate moved from 5.0% to 4.75%,4.75,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-10-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 4.75% to 4.5%,4.5,4.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2001-11-01,boe_bank_rate_change,Bank Rate changed to 4.0%,BoE Bank Rate moved from 4.5% to 4.0%,4.0,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2003-02-01,boe_bank_rate_change,Bank Rate changed to 3.75%,BoE Bank Rate moved from 4.0% to 3.75%,3.75,4.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2003-07-01,boe_bank_rate_change,Bank Rate changed to 3.5%,BoE Bank Rate moved from 3.75% to 3.5%,3.5,3.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2003-11-01,boe_bank_rate_change,Bank Rate changed to 3.75%,BoE Bank Rate moved from 3.5% to 3.75%,3.75,3.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2004-02-01,boe_bank_rate_change,Bank Rate changed to 4.0%,BoE Bank Rate moved from 3.75% to 4.0%,4.0,3.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2004-05-01,boe_bank_rate_change,Bank Rate changed to 4.25%,BoE Bank Rate moved from 4.0% to 4.25%,4.25,4.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2004-06-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 4.25% to 4.5%,4.5,4.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2004-08-01,boe_bank_rate_change,Bank Rate changed to 4.75%,BoE Bank Rate moved from 4.5% to 4.75%,4.75,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2005-08-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 4.75% to 4.5%,4.5,4.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2006-08-01,boe_bank_rate_change,Bank Rate changed to 4.75%,BoE Bank Rate moved from 4.5% to 4.75%,4.75,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2006-11-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 4.75% to 5.0%,5.0,4.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2007-01-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.0% to 5.25%,5.25,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2007-05-01,boe_bank_rate_change,Bank Rate changed to 5.5%,BoE Bank Rate moved from 5.25% to 5.5%,5.5,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
