area,window,avg_sold_price_gbp,avg_semi_gbp,avg_terraced_gbp,avg_flat_gbp,yoy_change_pct,vs_2022_peak_pct,source,collected_as_of
Manchester,last_year,287071,332759,268822,206273,4.0,7.0,rightmove_house_prices_page,2026-08-09
